OGID	OG_Merge_Status	phyloOGID(s)	synteOGID(s)	paternalDiploid	tetraploid	maternalDiploid	numSeqs_paternalDiploid	numSeqs_tetraploid	numSeqs_maternalDiploid	numSeqs_total	numSpecies	Assignment_Genome	Targeting	CyMIRA_interaction	CyMIRA_subInteraction	PHY_taxon_composition	PHY_top	PHY_BS_support	PHY_paternal_homeolog_in_tet	PHY_maternal_homeolog_in_tet
OG1687	Overlapping	"OG0012896.0,OG0013044.0,OG0002586.0"	"OG0000410,OG0015503"	"Csuecicum_BBB03723,Csuecicum_BBB03722,Csuecicum_BBB01760"	"AUR62018850,AUR62007161,AUR62018845,AUR62019931,AUR62007160,AUR62018846,AUR62018849"	"Cpallidicaule_CP000061,Cpallidicaule_CP000062,Cpallidicaule_CP000063,Cpallidicaule_CP000490"	3	7	4	14	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1688	Identical	OG0012897.0	OG0012805	Csuecicum_BBB03724	AUR62018851	Cpallidicaule_CP000060	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1689	Identical	OG0012899.0	OG0012806	Csuecicum_BBB03743	AUR62018870	Cpallidicaule_CP000037	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1690	Overlapping	"OG0012900.0,OG0007242.0"	OG0000828	"Csuecicum_BBB03753,Csuecicum_BBB03754"	"AUR62018879,AUR62007132,AUR62018880"	"Cpallidicaule_CP000029,Cpallidicaule_CP000028"	2	3	2	7	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1691	Identical	OG0012902.0	OG0012957	Csuecicum_BBB19860	AUR62039792	Cpallidicaule_CP015982	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1692	Overlapping	OG0012904.0	OG0015557	Csuecicum_BBB10074	AUR62039810	Cpallidicaule_CP015959	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1693	Overlapping	OG0012905.0	OG0007288	Csuecicum_BBB21333	"AUR62039815,AUR62034400"	Cpallidicaule_CP015953	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62034400	AUR62039815
OG1694	Overlapping	OG0012906.0	OG0007287	Csuecicum_BBB20985	"AUR62039816,AUR62034399"	Cpallidicaule_CP015952	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62034399	AUR62039816
OG1695	Overlapping	OG0012909.0	OG0003813	Csuecicum_BBB08436	"AUR62031100,AUR62014895"	Cpallidicaule_CP006126	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62014895	AUR62031100
OG1696	Overlapping	OG0012910.0	OG0003823	Csuecicum_BBB07286	"AUR62031128,AUR62014921"	Cpallidicaule_CP006150	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	99	AUR62014921	AUR62031128
OG1697	Overlapping	"OG0012911.0,OG0002836.0"	OG0000777	"Csuecicum_BBB17933,Csuecicum_BBB17934"	"AUR62031122,AUR62014915,AUR62031120,AUR62014916"	"Cpallidicaule_CP006145,Cpallidicaule_CP006142,Cpallidicaule_CP006143"	2	4	3	9	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1698	Overlapping	OG0012912.0	OG0003829	Csuecicum_BBB10071	"AUR62031136,AUR62036540"	Cpallidicaule_CP006157	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036540	AUR62031136
OG1699	Overlapping	OG0012914.0	OG0003847	Csuecicum_BBB10335	"AUR62031175,AUR62036592"	Cpallidicaule_CP006201	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036592	AUR62031175
OG1700	Overlapping	OG0012916.0	OG0007337	Csuecicum_BBB19419	"AUR62038661,AUR62018176"	Cpallidicaule_CP016096	1	2	1	4	3	maternalDiploid	Mitochondria-targeted_Interacting	mt-Mitoribosome	mt-Mitoribosome-Small_Subunit	QUARTET	PASSED	100	AUR62038661	AUR62018176
OG1701	Overlapping	OG0012917.0	OG0015565	Csuecicum_BBB11386	AUR62038701	Cpallidicaule_CP016135	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1702	Overlapping	OG0012918.0	OG0006666	Csuecicum_BBB19919	"AUR62029085,AUR62015027"	Cpallidicaule_CP020294	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62029085	AUR62015027
OG1703	Overlapping	OG0012920.0	OG0017167	Csuecicum_BBB13411	AUR62029088	Cpallidicaule_CP020296	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1704	Overlapping	OG0012922.0	OG0006755	Csuecicum_BBB14012	"AUR62029096,AUR62015017"	Cpallidicaule_CP020306	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62029096	AUR62015017
OG1705	Overlapping	OG0012925.0	OG0006685	Csuecicum_BBB20670	"AUR62029120,AUR62015001"	Cpallidicaule_CP020325	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62029120	AUR62015001
OG1706	Overlapping	OG0012927.0	OG0006613	Csuecicum_BBB18070	"AUR62029116,AUR62015007"	Cpallidicaule_CP020320	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62029116	AUR62015007
OG1707	Overlapping	OG0012928.0	OG0006721	Csuecicum_BBB12588	"AUR62029129,AUR62014992"	Cpallidicaule_CP020336	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62029129	AUR62014992
OG1708	Overlapping	OG0012929.0	OG0006565	Csuecicum_BBB16113	"AUR62029133,AUR62014987"	Cpallidicaule_CP020341	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62029133	AUR62014987
OG1709	Overlapping	OG0012930.0	OG0015134	Csuecicum_BBB16106	AUR62029139	Cpallidicaule_CP009840	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1710	Identical	OG0012931.0	OG0012673	Csuecicum_BBB06519	AUR62029144	Cpallidicaule_CP020357	1	1	1	3	3	maternalDiploid	Mitochondria-targeted_Non-interacting	No	N/A	NA	NA	NA	NA	NA
OG1711	Overlapping	"OG0012933.0,OG0012934.0"	OG0000846	"Csuecicum_BBB21212,Csuecicum_BBB21211"	"AUR62029145,AUR62029146,AUR62014981"	"Cpallidicaule_CP020359,Cpallidicaule_CP020360"	2	3	2	7	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1712	Overlapping	OG0012935.0	OG0006579	Csuecicum_BBB16485	"AUR62029161,AUR62014972"	Cpallidicaule_CP020368	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62029161	AUR62014972
OG1713	Overlapping	OG0012936.0	OG0012738	Csuecicum_BBB21702	"AUR62029174,AUR62014960"	Cpallidicaule_CP020369	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62029174	AUR62014960
OG1714	Overlapping	OG0012937.0	OG0006591	Csuecicum_BBB17334	"AUR62029180,AUR62014957"	Cpallidicaule_CP022280	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62029180	AUR62014957
OG1715	Identical	OG0012938.0	OG0012676	Csuecicum_BBB14863	AUR62029200	Cpallidicaule_CP020389	1	1	1	3	3	maternalDiploid	Dual-targeted_Interacting	"mt-tRNA_Aminoacylation,pt-tRNA_Aminoacylation"	N/A	NA	NA	NA	NA	NA
OG1716	Overlapping	OG0012939.0	OG0006629	Csuecicum_BBB09760	"AUR62029202,AUR62014939"	Cpallidicaule_CP020391	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62029202	AUR62014939
OG1717	Identical	OG0012940.0	OG0012696	Csuecicum_BBB16030	AUR62029208	Cpallidicaule_CP020394	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1718	Overlapping	OG0012941.0	OG0006622	Csuecicum_BBB18569	"AUR62029216,AUR62022765"	Cpallidicaule_CP020400	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62029216	AUR62022765
OG1719	Overlapping	OG0012942.0	OG0006668	Csuecicum_BBB19966	"AUR62029222,AUR62022770"	Cpallidicaule_CP020407	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62029222	AUR62022770
OG1720	Overlapping	OG0012943.0	OG0007783	Csuecicum_BBB19087	"AUR62036987,AUR62006226"	Cpallidicaule_CP017999	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036987	AUR62006226
OG1721	Identical	OG0012944.0	OG0013467	Csuecicum_BBB16640	AUR62036997	Cpallidicaule_CP018007	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1722	Overlapping	OG0012945.0	OG0007772	Csuecicum_BBB10494	"AUR62037015,AUR62006204"	Cpallidicaule_CP018025	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62037015	AUR62006204
OG1723	Identical	OG0012949.0	OG0014289	Csuecicum_BBB08294	AUR62021798	Cpallidicaule_CP005489	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1724	Overlapping	OG0012950.0	"OG0014702,OG0017302"	Csuecicum_BBB08283	"AUR62021810,AUR62012857"	Cpallidicaule_CP005498	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62021810	AUR62012857
OG1725	Identical	OG0012951.0	OG0014292	Csuecicum_BBB08273	AUR62021820	Cpallidicaule_CP005518	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1726	Overlapping	OG0012952.0	OG0004081	Csuecicum_BBB09419	"AUR62021827,AUR62012830"	Cpallidicaule_CP005531	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62021827	AUR62012830
OG1727	Overlapping	"OG0012953.0,OG0012954.0"	OG0000534	"Csuecicum_BBB01283,Csuecicum_BBB01282"	"AUR62021840,AUR62021841,AUR62012812,AUR62012813"	"Cpallidicaule_CP005552,Cpallidicaule_CP005553"	2	4	2	8	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1728	Identical	OG0012955.0	OG0014293	Csuecicum_BBB01267	AUR62021857	Cpallidicaule_CP005567	1	1	1	3	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	NA	NA	NA	NA	NA
OG1729	Overlapping	"OG0012957.0,OG0001911.0"	"OG0012075,OG0000298"	"Csuecicum_BBB01270,Csuecicum_BBB01272,Csuecicum_BBB01271"	"AUR62021853,AUR62012801,AUR62021850,AUR62021851,AUR62012799,AUR62012803,AUR62021852"	"Cpallidicaule_CP005563,Cpallidicaule_CP005561,Cpallidicaule_CP005562,Cpallidicaule_CP005560"	3	7	4	14	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1730	Overlapping	OG0012958.0	OG0001079	"Csuecicum_BBB01255,Csuecicum_BBB01256"	"AUR62021869,AUR62012785,AUR62021868"	Cpallidicaule_CP005578	2	3	1	6	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1731	Overlapping	OG0012959.0	OG0004066	Csuecicum_BBB01257	"AUR62021867,AUR62012786"	Cpallidicaule_CP005575	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62021867	AUR62012786
OG1732	Identical	OG0012960.0	OG0014294	Csuecicum_BBB01253	AUR62021870	Cpallidicaule_CP005579	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1733	Overlapping	OG0012962.0	OG0017305	Csuecicum_BBB01228	AUR62021893	Cpallidicaule_CP005606	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1734	Overlapping	OG0012963.0	OG0004057	Csuecicum_BBB01227	"AUR62021894,AUR62012763"	Cpallidicaule_CP005607	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62021894	AUR62012763
OG1735	Overlapping	OG0012964.0	OG0004050	Csuecicum_BBB01224	"AUR62021897,AUR62012760"	Cpallidicaule_CP005610	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62021897	AUR62012760
OG1736	Overlapping	OG0012965.0	OG0004047	Csuecicum_BBB01211	"AUR62021911,AUR62012746"	Cpallidicaule_CP005626	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62021911	AUR62012746
OG1737	Overlapping	OG0012966.0	OG0004032	Csuecicum_BBB01204	"AUR62021917,AUR62012739"	Cpallidicaule_CP005633	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62021917	AUR62012739
OG1738	Identical	OG0012968.0	OG0014296	Csuecicum_BBB01192	AUR62021928	Cpallidicaule_CP005646	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1739	Overlapping	OG0012969.0	OG0004024	Csuecicum_BBB01187	"AUR62021934,AUR62012722"	Cpallidicaule_CP005652	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62021934	AUR62012722
OG1740	Overlapping	OG0012971.0	OG0004017	Csuecicum_BBB01173	"AUR62021951,AUR62012704"	Cpallidicaule_CP005670	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62021951	AUR62012704
OG1741	Identical	OG0012972.0	OG0014298	Csuecicum_BBB01160	AUR62021966	Cpallidicaule_CP005681	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1742	Overlapping	OG0012973.0	OG0003996	Csuecicum_BBB21450	"AUR62021976,AUR62012680"	Cpallidicaule_CP005691	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	98	AUR62021976	AUR62012680
OG1743	Overlapping	OG0012974.0	OG0003991	Csuecicum_BBB15925	"AUR62021986,AUR62012668"	Cpallidicaule_CP005703	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62021986	AUR62012668
OG1744	Overlapping	"OG0012975.0,OG0007447.0"	"OG0017536,OG0017313,OG0014372"	"Csuecicum_BBB08037,Csuecicum_BBB08036,Csuecicum_BBB08035"	"AUR62022010,AUR62012645,AUR62022009"	"Cpallidicaule_CP005734,Cpallidicaule_CP005733"	3	3	2	8	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1745	Identical	OG0012976.0	OG0014300	Csuecicum_BBB08043	AUR62022016	Cpallidicaule_CP005743	1	1	1	3	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	NA	NA	NA	NA	NA
OG1746	Identical	OG0012977.0	OG0014301	Csuecicum_BBB08044	AUR62022017	Cpallidicaule_CP005744	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1747	Overlapping	OG0012978.0	OG0003975	Csuecicum_BBB08045	"AUR62022018,AUR62012641"	Cpallidicaule_CP005745	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62022018	AUR62012641
OG1748	Overlapping	OG0012982.0	OG0015913	Csuecicum_BBB17141	AUR62043283	Cpallidicaule_CP003778	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1749	Overlapping	OG0012983.0	OG0015923	Csuecicum_BBB09674	AUR62043287	Cpallidicaule_CP005467	1	1	1	3	3	maternalDiploid	Mitochondria-targeted_Interacting	mt-PPR	N/A	NA	NA	NA	NA	NA
OG1750	Overlapping	OG0012986.0	OG0003351	Csuecicum_BBB03107	"AUR62022554,AUR62004348"	Cpallidicaule_CP014984	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004348	AUR62022554
OG1751	Overlapping	"OG0012987.0,OG0007461.0"	OG0000290	"Csuecicum_BBB03121,Csuecicum_BBB03120,Csuecicum_BBB03122"	"AUR62022572,AUR62004361,AUR62022571,AUR62004362,AUR62004363"	"Cpallidicaule_CP015003,Cpallidicaule_CP015002"	3	5	2	10	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1752	Overlapping	OG0012989.0	OG0013102	Csuecicum_BBB03148	"AUR62022597,AUR62004390"	Cpallidicaule_CP015038	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004390	AUR62022597
OG1753	Overlapping	OG0012991.0	OG0003392	Csuecicum_BBB03165	"AUR62022615,AUR62004409"	Cpallidicaule_CP015051	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004409	AUR62022615
OG1754	Overlapping	OG0012992.0	OG0003402	Csuecicum_BBB16407	"AUR62022629,AUR62004423"	Cpallidicaule_CP015067	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004423	AUR62022629
OG1755	Identical	OG0012994.0	OG0011955	Csuecicum_BBB01626	AUR62022673	Cpallidicaule_CP015227	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1756	Identical	OG0012995.0	OG0011954	Csuecicum_BBB01622	AUR62022668	Cpallidicaule_CP015218	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1757	Overlapping	OG0012996.0	OG0003486	Csuecicum_BBB01639	"AUR62022683,AUR62004570"	Cpallidicaule_CP015242	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004570	AUR62022683
OG1758	Identical	OG0012998.0	OG0011965	Csuecicum_BBB01706	AUR62022703	Cpallidicaule_CP015323	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1759	Overlapping	OG0013000.0	OG0003462	Csuecicum_BBB04231	"AUR62022731,AUR62004524"	Cpallidicaule_CP015186	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004524	AUR62022731
OG1760	Overlapping	OG0013002.0	OG0003469	Csuecicum_BBB04222	"AUR62022720,AUR62004534"	Cpallidicaule_CP015197	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62004534	AUR62022720
OG1761	Overlapping	"OG0013005.0,OG0000771.0,OG0015534.0"	OG0000374	"Csuecicum_BBB04647,Csuecicum_BBB04645,Csuecicum_BBB04646"	"AUR62022750,AUR62004299,AUR62022748,AUR62004300,AUR62022749"	"Cpallidicaule_CP014934,Cpallidicaule_CP014932,Cpallidicaule_CP014933"	3	5	3	11	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1762	Identical	OG0013006.0	OG0011932	Csuecicum_BBB04643	AUR62022746	Cpallidicaule_CP014930	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1763	Overlapping	"OG0013007.0,OG0007553.0"	OG0000760	"Csuecicum_BBB04652,Csuecicum_BBB04653"	"AUR62022756,AUR62004306,AUR62022757"	"Cpallidicaule_CP014939,Cpallidicaule_CP014940"	2	3	2	7	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1764	Identical	OG0013008.0	OG0013864	Csuecicum_BBB17098	AUR62031769	Cpallidicaule_CP020957	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1765	Overlapping	"OG0013009.0,OG0015277.0"	OG0010561	"Csuecicum_BBB18651,Csuecicum_BBB18650,Csuecicum_BBB19311"	"AUR62031773,AUR62037904,AUR62023975"	Cpallidicaule_CP020952	3	3	1	7	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1766	Overlapping	OG0013011.0	OG0010657	Csuecicum_BBB14028	"AUR62031782,AUR62023985"	Cpallidicaule_CP020943	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62031782	AUR62023985
OG1767	Overlapping	OG0013012.0	OG0010585	"Csuecicum_BBB19963,Csuecicum_BBB18345"	"AUR62031784,AUR62023999"	Cpallidicaule_CP020930	2	2	1	5	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1768	Identical	OG0013013.0	OG0013159	Csuecicum_BBB03403	AUR62031832	Cpallidicaule_CP019023	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1769	Overlapping	OG0013014.0	OG0017459	Csuecicum_BBB20664	AUR62031827	Cpallidicaule_CP019029	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1770	Overlapping	OG0013015.0	OG0007976	Csuecicum_BBB15039	"AUR62031841,AUR62008869"	Cpallidicaule_CP019015	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62008869	AUR62031841
OG1771	Overlapping	OG0013016.0	OG0007977	Csuecicum_BBB19206	"AUR62031834,AUR62008875"	Cpallidicaule_CP019021	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62008875	AUR62031834
OG1772	Overlapping	OG0013017.0	OG0007978	Csuecicum_BBB15040	"AUR62031840,AUR62008870"	Cpallidicaule_CP019016	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62008870	AUR62031840
OG1773	Overlapping	OG0013019.0	OG0007379	Csuecicum_BBB20901	"AUR62041045,AUR62037661"	Cpallidicaule_CP016235	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62041045	AUR62037661
OG1774	Overlapping	OG0013020.0	OG0007388	Csuecicum_BBB13762	"AUR62041065,AUR62037628"	Cpallidicaule_CP016278	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62041065	AUR62037628
OG1775	Overlapping	OG0013021.0	OG0002768	Csuecicum_BBB21179	"AUR62039313,AUR62022445"	Cpallidicaule_CP013764	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62039313	AUR62022445
OG1776	Overlapping	OG0013023.0	OG0002764	Csuecicum_BBB21014	"AUR62039325,AUR62022452"	Cpallidicaule_CP013755	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	98	AUR62039325	AUR62022452
OG1777	Overlapping	"OG0013024.0,OG0005265.0"	OG0000502	"Csuecicum_BBB11014,Csuecicum_BBB13916"	"AUR62039342,AUR62034973,AUR62039348,AUR62034974"	"Cpallidicaule_CP013446,Cpallidicaule_CP013444"	2	4	2	8	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	NA	NA	NA	NA	NA
OG1778	Overlapping	OG0013026.0	OG0012682	Csuecicum_BBB15913	"AUR62042486,AUR62037354"	Cpallidicaule_CP018497	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62042486	AUR62037354
OG1779	Identical	OG0013027.0	OG0012935	Csuecicum_BBB02667	AUR62041839	Cpallidicaule_CP015607	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1780	Overlapping	"OG0013028.0,OG0013029.0"	"OG0012934,OG0007128"	Csuecicum_BBB02661	"AUR62041845,AUR62032351,AUR62041846,AUR62032350"	"Cpallidicaule_CP015600,Cpallidicaule_CP015599"	1	4	2	7	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	NA	NA	NA	NA	NA
OG1781	Overlapping	"OG0013030.0,OG0005766.0"	OG0005978	"Csuecicum_BBB11168,Csuecicum_BBB11165"	"AUR62007015,AUR62007012,AUR62019876"	"Cpallidicaule_CP000539,Cpallidicaule_CP000541"	2	3	2	7	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1782	Overlapping	OG0013031.0	OG0005979	Csuecicum_BBB11172	"AUR62007019,AUR62019883"	Cpallidicaule_CP000534	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62019883	AUR62007019
OG1783	Identical	OG0013032.0	OG0012507	Csuecicum_BBB01796	AUR62007029	Cpallidicaule_CP000525	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1784	Overlapping	OG0013033.0	OG0006034	Csuecicum_BBB01727	"AUR62007101,AUR62019964"	Cpallidicaule_CP001906	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62019964	AUR62007101
OG1785	Overlapping	"OG0013034.0,OG0005811.0,OG0002591.0,OG0002589.0"	OG0000068	"Csuecicum_BBB01729,Csuecicum_BBB01730,Csuecicum_BBB01732,Csuecicum_BBB01731"	"AUR62007099,AUR62007098,AUR62019961,AUR62007095,AUR62007096,AUR62019959,AUR62007097,AUR62019960,AUR62019976,AUR62029566,AUR62019962"	"Cpallidicaule_CP001908,Cpallidicaule_CP001909,Cpallidicaule_CP001910"	4	11	3	18	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG1786	Overlapping	"OG0013035.0,OG0005817.0"	OG0000827	"Csuecicum_BBB01723,Csuecicum_BBB01722"	"AUR62007106,AUR62007107,AUR62019969"	"Cpallidicaule_CP000478,Cpallidicaule_CP000477"	2	3	2	7	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	NA	NA	NA	NA	NA
OG1787	Overlapping	OG0013037.0	OG0006052	Csuecicum_BBB03761	"AUR62007127,AUR62018893"	Cpallidicaule_CP000023	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62018893	AUR62007127
